FIPStxt,State,County_Name,Metro2023,Attribute,Value,PublicationDate,Source
18019,IN,Clark County,1,High_Recreation_2025,0,Data as of April 2025,"Source: USDA, Economic Research Service, County Typology Codes data product"
18019,IN,Clark County,1,Nonspecialized_2025,1,Data as of April 2025,"Source: USDA, Economic Research Service, County Typology Codes data product"
18019,IN,Clark County,1,Industry_Dependence_2025,0,Data as of April 2025,"Source: USDA, Economic Research Service, County Typology Codes data product"
18019,IN,Clark County,1,Low_PostSecondary_Ed_2025,0,Data as of April 2025,"Source: USDA, Economic Research Service, County Typology Codes data product"
18019,IN,Clark County,1,Low_Employment_2025,0,Data as of April 2025,"Source: USDA, Economic Research Service, County Typology Codes data product"
18019,IN,Clark County,1,Population_Loss_2025,0,Data as of April 2025,"Source: USDA, Economic Research Service, County Typology Codes data product"
18019,IN,Clark County,1,Housing_Stress_2025,0,Data as of April 2025,"Source: USDA, Economic Research Service, County Typology Codes data product"
18019,IN,Clark County,1,Retirement_Destination_2025,0,Data as of April 2025,"Source: USDA, Economic Research Service, County Typology Codes data product"
18019,IN,Clark County,1,Persistent_Poverty_1721,0,Data as of April 2025,"Source: USDA, Economic Research Service, County Typology Codes data product"
18021,IN,Clay County,1,High_Farming_2025,0,Data as of April 2025,"Source: USDA, Economic Research Service, County Typology Codes data product"
18021,IN,Clay County,1,High_Mining_2025,0,Data as of April 2025,"Source: USDA, Economic Research Service, County Typology Codes data product"
18021,IN,Clay County,1,High_Manufacturing_2025,1,Data as of April 2025,"Source: USDA, Economic Research Service, County Typology Codes data product"
18021,IN,Clay County,1,High_Government_2025,0,Data as of April 2025,"Source: USDA, Economic Research Service, County Typology Codes data product"
18021,IN,Clay County,1,High_Recreation_2025,0,Data as of April 2025,"Source: USDA, Economic Research Service, County Typology Codes data product"
18021,IN,Clay County,1,Nonspecialized_2025,0,Data as of April 2025,"Source: USDA, Economic Research Service, County Typology Codes data product"
18021,IN,Clay County,1,Industry_Dependence_2025,3,Data as of April 2025,"Source: USDA, Economic Research Service, County Typology Codes data product"
18021,IN,Clay County,1,Low_PostSecondary_Ed_2025,0,Data as of April 2025,"Source: USDA, Economic Research Service, County Typology Codes data product"
18021,IN,Clay County,1,Low_Employment_2025,0,Data as of April 2025,"Source: USDA, Economic Research Service, County Typology Codes data product"
18021,IN,Clay County,1,Population_Loss_2025,0,Data as of April 2025,"Source: USDA, Economic Research Service, County Typology Codes data product"
18021,IN,Clay County,1,Housing_Stress_2025,0,Data as of April 2025,"Source: USDA, Economic Research Service, County Typology Codes data product"
18021,IN,Clay County,1,Retirement_Destination_2025,0,Data as of April 2025,"Source: USDA, Economic Research Service, County Typology Codes data product"
18021,IN,Clay County,1,Persistent_Poverty_1721,0,Data as of April 2025,"Source: USDA, Economic Research Service, County Typology Codes data product"
18023,IN,Clinton County,0,High_Farming_2025,0,Data as of April 2025,"Source: USDA, Economic Research Service, County Typology Codes data product"
18023,IN,Clinton County,0,High_Mining_2025,0,Data as of April 2025,"Source: USDA, Economic Research Service, County Typology Codes data product"
18023,IN,Clinton County,0,High_Manufacturing_2025,1,Data as of April 2025,"Source: USDA, Economic Research Service, County Typology Codes data product"
18023,IN,Clinton County,0,High_Government_2025,0,Data as of April 2025,"Source: USDA, Economic Research Service, County Typology Codes data product"
18023,IN,Clinton County,0,High_Recreation_2025,0,Data as of April 2025,"Source: USDA, Economic Research Service, County Typology Codes data product"
18023,IN,Clinton County,0,Nonspecialized_2025,0,Data as of April 2025,"Source: USDA, Economic Research Service, County Typology Codes data product"
18023,IN,Clinton County,0,Industry_Dependence_2025,3,Data as of April 2025,"Source: USDA, Economic Research Service, County Typology Codes data product"
18023,IN,Clinton County,0,Low_PostSecondary_Ed_2025,0,Data as of April 2025,"Source: USDA, Economic Research Service, County Typology Codes data product"
18023,IN,Clinton County,0,Low_Employment_2025,0,Data as of April 2025,"Source: USDA, Economic Research Service, County Typology Codes data product"
18023,IN,Clinton County,0,Population_Loss_2025,1,Data as of April 2025,"Source: USDA, Economic Research Service, County Typology Codes data product"
18023,IN,Clinton County,0,Housing_Stress_2025,0,Data as of April 2025,"Source: USDA, Economic Research Service, County Typology Codes data product"
18023,IN,Clinton County,0,Retirement_Destination_2025,0,Data as of April 2025,"Source: USDA, Economic Research Service, County Typology Codes data product"
18023,IN,Clinton County,0,Persistent_Poverty_1721,0,Data as of April 2025,"Source: USDA, Economic Research Service, County Typology Codes data product"
18025,IN,Crawford County,0,High_Farming_2025,0,Data as of April 2025,"Source: USDA, Economic Research Service, County Typology Codes data product"
18025,IN,Crawford County,0,High_Mining_2025,0,Data as of April 2025,"Source: USDA, Economic Research Service, County Typology Codes data product"
18025,IN,Crawford County,0,High_Manufacturing_2025,0,Data as of April 2025,"Source: USDA, Economic Research Service, County Typology Codes data product"
18025,IN,Crawford County,0,High_Government_2025,0,Data as of April 2025,"Source: USDA, Economic Research Service, County Typology Codes data product"
18025,IN,Crawford County,0,High_Recreation_2025,0,Data as of April 2025,"Source: USDA, Economic Research Service, County Typology Codes data product"
18025,IN,Crawford County,0,Nonspecialized_2025,1,Data as of April 2025,"Source: USDA, Economic Research Service, County Typology Codes data product"
18025,IN,Crawford County,0,Industry_Dependence_2025,0,Data as of April 2025,"Source: USDA, Economic Research Service, County Typology Codes data product"
18025,IN,Crawford County,0,Low_PostSecondary_Ed_2025,1,Data as of April 2025,"Source: USDA, Economic Research Service, County Typology Codes data product"
18025,IN,Crawford County,0,Low_Employment_2025,0,Data as of April 2025,"Source: USDA, Economic Research Service, County Typology Codes data product"
18025,IN,Crawford County,0,Population_Loss_2025,1,Data as of April 2025,"Source: USDA, Economic Research Service, County Typology Codes data product"
18025,IN,Crawford County,0,Housing_Stress_2025,0,Data as of April 2025,"Source: USDA, Economic Research Service, County Typology Codes data product"
18025,IN,Crawford County,0,Retirement_Destination_2025,0,Data as of April 2025,"Source: USDA, Economic Research Service, County Typology Codes data product"
18025,IN,Crawford County,0,Persistent_Poverty_1721,0,Data as of April 2025,"Source: USDA, Economic Research Service, County Typology Codes data product"
18027,IN,Daviess County,0,High_Farming_2025,0,Data as of April 2025,"Source: USDA, Economic Research Service, County Typology Codes data product"
18027,IN,Daviess County,0,High_Mining_2025,0,Data as of April 2025,"Source: USDA, Economic Research Service, County Typology Codes data product"
18027,IN,Daviess County,0,High_Manufacturing_2025,0,Data as of April 2025,"Source: USDA, Economic Research Service, County Typology Codes data product"
18027,IN,Daviess County,0,High_Government_2025,0,Data as of April 2025,"Source: USDA, Economic Research Service, County Typology Codes data product"
18027,IN,Daviess County,0,High_Recreation_2025,0,Data as of April 2025,"Source: USDA, Economic Research Service, County Typology Codes data product"
18027,IN,Daviess County,0,Nonspecialized_2025,1,Data as of April 2025,"Source: USDA, Economic Research Service, County Typology Codes data product"
18027,IN,Daviess County,0,Industry_Dependence_2025,3,Data as of April 2025,"Source: USDA, Economic Research Service, County Typology Codes data product"
18027,IN,Daviess County,0,Low_PostSecondary_Ed_2025,0,Data as of April 2025,"Source: USDA, Economic Research Service, County Typology Codes data product"
18027,IN,Daviess County,0,Low_Employment_2025,0,Data as of April 2025,"Source: USDA, Economic Research Service, County Typology Codes data product"
18027,IN,Daviess County,0,Population_Loss_2025,0,Data as of April 2025,"Source: USDA, Economic Research Service, County Typology Codes data product"
18027,IN,Daviess County,0,Housing_Stress_2025,0,Data as of April 2025,"Source: USDA, Economic Research Service, County Typology Codes data product"
18027,IN,Daviess County,0,Retirement_Destination_2025,0,Data as of April 2025,"Source: USDA, Economic Research Service, County Typology Codes data product"
18027,IN,Daviess County,0,Persistent_Poverty_1721,0,Data as of April 2025,"Source: USDA, Economic Research Service, County Typology Codes data product"
18029,IN,Dearborn County,1,High_Farming_2025,0,Data as of April 2025,"Source: USDA, Economic Research Service, County Typology Codes data product"
18029,IN,Dearborn County,1,High_Mining_2025,0,Data as of April 2025,"Source: USDA, Economic Research Service, County Typology Codes data product"
18029,IN,Dearborn County,1,High_Manufacturing_2025,0,Data as of April 2025,"Source: USDA, Economic Research Service, County Typology Codes data product"
18029,IN,Dearborn County,1,High_Government_2025,0,Data as of April 2025,"Source: USDA, Economic Research Service, County Typology Codes data product"
18029,IN,Dearborn County,1,High_Recreation_2025,0,Data as of April 2025,"Source: USDA, Economic Research Service, County Typology Codes data product"
18029,IN,Dearborn County,1,Nonspecialized_2025,1,Data as of April 2025,"Source: USDA, Economic Research Service, County Typology Codes data product"
18029,IN,Dearborn County,1,Industry_Dependence_2025,0,Data as of April 2025,"Source: USDA, Economic Research Service, County Typology Codes data product"
18029,IN,Dearborn County,1,Low_PostSecondary_Ed_2025,0,Data as of April 2025,"Source: USDA, Economic Research Service, County Typology Codes data product"
18029,IN,Dearborn County,1,Low_Employment_2025,0,Data as of April 2025,"Source: USDA, Economic Research Service, County Typology Codes data product"
18029,IN,Dearborn County,1,Population_Loss_2025,0,Data as of April 2025,"Source: USDA, Economic Research Service, County Typology Codes data product"
18029,IN,Dearborn County,1,Housing_Stress_2025,0,Data as of April 2025,"Source: USDA, Economic Research Service, County Typology Codes data product"
18029,IN,Dearborn County,1,Retirement_Destination_2025,0,Data as of April 2025,"Source: USDA, Economic Research Service, County Typology Codes data product"
18029,IN,Dearborn County,1,Persistent_Poverty_1721,0,Data as of April 2025,"Source: USDA, Economic Research Service, County Typology Codes data product"
18031,IN,Decatur County,0,High_Farming_2025,0,Data as of April 2025,"Source: USDA, Economic Research Service, County Typology Codes data product"
18031,IN,Decatur County,0,High_Mining_2025,0,Data as of April 2025,"Source: USDA, Economic Research Service, County Typology Codes data product"
18031,IN,Decatur County,0,High_Manufacturing_2025,1,Data as of April 2025,"Source: USDA, Economic Research Service, County Typology Codes data product"
18031,IN,Decatur County,0,High_Government_2025,0,Data as of April 2025,"Source: USDA, Economic Research Service, County Typology Codes data product"
18031,IN,Decatur County,0,High_Recreation_2025,0,Data as of April 2025,"Source: USDA, Economic Research Service, County Typology Codes data product"
18031,IN,Decatur County,0,Nonspecialized_2025,0,Data as of April 2025,"Source: USDA, Economic Research Service, County Typology Codes data product"
18031,IN,Decatur County,0,Industry_Dependence_2025,3,Data as of April 2025,"Source: USDA, Economic Research Service, County Typology Codes data product"
18031,IN,Decatur County,0,Low_PostSecondary_Ed_2025,0,Data as of April 2025,"Source: USDA, Economic Research Service, County Typology Codes data product"
18031,IN,Decatur County,0,Low_Employment_2025,0,Data as of April 2025,"Source: USDA, Economic Research Service, County Typology Codes data product"
18031,IN,Decatur County,0,Population_Loss_2025,0,Data as of April 2025,"Source: USDA, Economic Research Service, County Typology Codes data product"
18031,IN,Decatur County,0,Housing_Stress_2025,0,Data as of April 2025,"Source: USDA, Economic Research Service, County Typology Codes data product"
18031,IN,Decatur County,0,Retirement_Destination_2025,0,Data as of April 2025,"Source: USDA, Economic Research Service, County Typology Codes data product"
18031,IN,Decatur County,0,Persistent_Poverty_1721,0,Data as of April 2025,"Source: USDA, Economic Research Service, County Typology Codes data product"
18033,IN,DeKalb County,0,High_Farming_2025,0,Data as of April 2025,"Source: USDA, Economic Research Service, County Typology Codes data product"
18033,IN,DeKalb County,0,High_Mining_2025,0,Data as of April 2025,"Source: USDA, Economic Research Service, County Typology Codes data product"
18033,IN,DeKalb County,0,High_Manufacturing_2025,1,Data as of April 2025,"Source: USDA, Economic Research Service, County Typology Codes data product"
18033,IN,DeKalb County,0,High_Government_2025,0,Data as of April 2025,"Source: USDA, Economic Research Service, County Typology Codes data product"
18033,IN,DeKalb County,0,High_Recreation_2025,0,Data as of April 2025,"Source: USDA, Economic Research Service, County Typology Codes data product"
18033,IN,DeKalb County,0,Nonspecialized_2025,0,Data as of April 2025,"Source: USDA, Economic Research Service, County Typology Codes data product"
18033,IN,DeKalb County,0,Industry_Dependence_2025,3,Data as of April 2025,"Source: USDA, Economic Research Service, County Typology Codes data product"
18033,IN,DeKalb County,0,Low_PostSecondary_Ed_2025,0,Data as of April 2025,"Source: USDA, Economic Research Service, County Typology Codes data product"
18033,IN,DeKalb County,0,Low_Employment_2025,0,Data as of April 2025,"Source: USDA, Economic Research Service, County Typology Codes data product"
18033,IN,DeKalb County,0,Population_Loss_2025,0,Data as of April 2025,"Source: USDA, Economic Research Service, County Typology Codes data product"
18033,IN,DeKalb County,0,Housing_Stress_2025,0,Data as of April 2025,"Source: USDA, Economic Research Service, County Typology Codes data product"
18033,IN,DeKalb County,0,Retirement_Destination_2025,0,Data as of April 2025,"Source: USDA, Economic Research Service, County Typology Codes data product"
18033,IN,DeKalb County,0,Persistent_Poverty_1721,0,Data as of April 2025,"Source: USDA, Economic Research Service, County Typology Codes data product"
